mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
2	1	3	3	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4	12
2	1	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	8
2	1	7/2	7/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		4	40	E2	2	30
2	1	7/2	7/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	24
2	1	7/2	7/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		1	55	G3	3	18
2	1	4	4	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		6	42	F#2	2	31
2	1	4	4	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		6	54	F#3	3	25
2	1	4	4	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	19
2	1	4	4	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	13
2	1	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	9
2	1	9/2	9/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		1	43	G2	2	32
2	1	9/2	9/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	26
2	1	9/2	9/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	20
2	1	9/2	9/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	14
3	2	5	5	1.0	0	0	4/4	3	2	1/4	1/4	1		3	45	A2	2	50
3	2	5	5	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	42
3	2	5	5	1.0	0	0	4/4	2	2	1/4	1/4	1		3	57	A3	3	46
3	2	5	5	0.5	0	0	4/4	1	2	1/8	1/8	1		6	66	F#4	4	37
3	2	5	5	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	33
3	2	11/2	11/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	38
3	2	6	6	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		3	33	A1	1	51
3	2	6	6	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	47
3	2	6	6	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	43
3	2	6	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	39
3	2	6	6	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	34
3	2	7	7	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		2	38	D2	2	52
3	2	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3	48
3	2	7	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	44
3	2	7	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	40
3	2	7	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	35
3	2	8	8	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		5	35	B1	1	53
3	2	8	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		5	47	B2	2	49
3	2	8	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	45
3	2	8	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	41
3	2	8	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	36
4	3	9	9	1.0	0	0	4/4	3	2	1/4	1/4	1		6	42	F#2	2	76
4	3	9	9	1.0	0	0	4/4	2	2	1/4	1/4	1		6	54	F#3	3	71
4	3	9	9	1.0	0	0	4/4	2	1	1/4	1/4	1		10	58	A#3	3	65
4	3	9	9	0.5	0	0	4/4	1	2	1/8	1/8	1		6	66	F#4	4	59
4	3	9	9	1.0	0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5	54
4	3	19/2	19/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	60
4	3	10	10	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		1	43	G2	2	77
4	3	10	10	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	72
4	3	10	10	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	66
4	3	10	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	61
4	3	10	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	55
4	3	21/2	21/2	0.5	3/8	3/8	4/4	3	2	1/8	1/8	1		6	42	F#2	2	78
4	3	21/2	21/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	73
4	3	11	11	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		4	40	E2	2	79
4	3	11	11	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3	74
4	3	11	11	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		5	59	B3	3	67
4	3	11	11	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4	62
4	3	11	11	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	76	E5	5	56
4	3	23/2	23/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	68
4	3	12	12	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		5	47	B2	2	80
4	3	12	12	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		5	59	B3	3	75
4	3	12	12	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	69
4	3	12	12	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		6	66	F#4	4	63
4	3	12	12	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		2	74	D5	5	57
4	3	25/2	25/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	70
4	3	25/2	25/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4	64
4	3	25/2	25/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73	C#5	5	58
5	4	13	13	2.0	0	0	4/4	3	2	1/2	1/2	1		6	42	F#2	2	94
5	4	13	13	2.0	0	0	4/4	2	2	1/2	1/2	1		6	54	F#3	3	92
5	4	13	13	0.5	0	0	4/4	2	1	1/8	1/8	1		6	66	F#4	4	87
5	4	13	13	0.5	0	0	4/4	1	2	1/8	1/8	1		10	70	A#4	4	83
5	4	13	13	2.0	0	0	4/4	1	1	1/2	1/2	1		7	73	C#5	5	81
5	4	27/2	27/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	88
5	4	27/2	27/2	1.0	1/8	1/8	4/4	1	2	1/4	1/4	1		5	71	B4	4	84
5	4	14	14	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66	F#4	4	89
5	4	29/2	29/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	90
5	4	29/2	29/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		10	70	A#4	4	85
5	4	15	15	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		5	35	B1	1	95
5	4	15	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2	93
5	4	15	15	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4	91
5	4	15	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	86
5	4	15	15	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	82
6	5	16	16	0.5	0	3/4	4/4	3	2	1/8	1/8	1		5	47	B2	2	102
6	5	16	16	0.5	0	3/4	4/4	2	2	1/8	1/8	1		5	59	B3	3	100
6	5	16	16	0.5	0	3/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	98
6	5	16	16	1.0	0	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	97
6	5	16	16	1.0	0	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	96
6	5	33/2	33/2	0.5	1/8	7/8	4/4	3	2	1/8	1/8	1		3	45	A2	2	103
6	5	33/2	33/2	0.5	1/8	7/8	4/4	2	2	1/8	1/8	1		3	57	A3	3	101
6	5	33/2	33/2	0.5	1/8	7/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	99
7	6	17	17	0.5	0	0	4/4	3	2	1/8	1/8	1		8	44	G#2	2	128
7	6	17	17	0.5	0	0	4/4	2	2	1/8	1/8	1		8	56	G#3	3	121
7	6	17	17	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	116
7	6	17	17	0.5	0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4	111
7	6	17	17	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	104
7	6	35/2	35/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		6	42	F#2	2	129
7	6	35/2	35/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	122
7	6	35/2	35/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	112
7	6	18	18	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		4	40	E2	2	130
7	6	18	18	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	123
7	6	18	18	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	117
7	6	18	18	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		8	68	G#4	4	113
7	6	18	18	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71	B4	4	105
7	6	37/2	37/2	0.25	3/8	3/8	4/4	1	1	1/16	1/16	1		7	73	C#5	5	106
7	6	75/4	75/4	0.25	7/16	7/16	4/4	1	1	1/16	1/16	1		2	74	D5	5	107
7	6	19	19	0.5	1/2	1/2	4/4	3	2	1/8	1/8	1		3	33	A1	1	131
7	6	19	19	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		3	45	A2	2	124
7	6	19	19	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		4	64	E4	4	118
7	6	19	19	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	A4	4	114
7	6	19	19	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		7	73	C#5	5	108
7	6	39/2	39/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		5	35	B1	1	132
7	6	39/2	39/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	125
7	6	39/2	39/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	119
7	6	39/2	39/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71	B4	4	109
7	6	20	20	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		7	37	C#2	2	133
7	6	20	20	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		7	49	C#3	3	126
7	6	20	20	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	120
7	6	20	20	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	115
7	6	20	20	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	110
7	6	41/2	41/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		2	38	D2	2	134
7	6	41/2	41/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	127
8	7	21	21	0.5	0	0	4/4	3	2	1/8	1/8	1		4	40	E2	2	155
8	7	21	21	0.5	0	0	4/4	2	2	1/8	1/8	1		4	52	E3	3	149
8	7	21	21	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	143
8	7	21	21	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	139
8	7	21	21	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	135
8	7	43/2	43/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		2	38	D2	2	156
8	7	43/2	43/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	150
8	7	22	22	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		4	40	E2	2	157
8	7	22	22	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	151
8	7	22	22	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		7	61	C#4	4	144
8	7	22	22	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	140
8	7	22	22	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		8	68	G#4	4	136
8	7	45/2	45/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	145
8	7	23	23	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		3	33	A1	1	158
8	7	23	23	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		3	45	A2	2	152
8	7	23	23	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		7	61	C#4	4	146
8	7	23	23	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	141
8	7	23	23	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	137
8	7	24	24	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		2	38	D2	2	159
8	7	24	24	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		2	50	D3	3	153
8	7	24	24	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	147
8	7	24	24	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	142
8	7	24	24	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	138
8	7	49/2	49/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		4	40	E2	2	160
8	7	49/2	49/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	154
8	7	49/2	49/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	148
9	8	25	25	0.5	0	0	4/4	3	2	1/8	1/8	1		2	38	D2	2	181
9	8	25	25	0.5	0	0	4/4	2	2	1/8	1/8	1		2	50	D3	3	175
9	8	25	25	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	169
9	8	25	25	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4	165
9	8	25	25	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4	161
9	8	51/2	51/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		7	37	C#2	2	182
9	8	51/2	51/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3	176
9	8	26	26	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		5	35	B1	1	183
9	8	26	26	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		5	47	B2	2	177
9	8	26	26	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	170
9	8	26	26	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	166
9	8	26	26	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	162
9	8	53/2	53/2	0.5	3/8	3/8	4/4	3	2	1/8	1/8	1		10	34	A#1	1	184
9	8	53/2	53/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		10	46	A#2	2	178
9	8	27	27	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		5	35	B1	1	185
9	8	27	27	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2	179
9	8	27	27	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		2	62	D4	4	171
9	8	27	27	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	167
9	8	27	27	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	163
9	8	55/2	55/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4	172
9	8	28	28	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		7	37	C#2	2	186
9	8	28	28	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		7	49	C#3	3	180
9	8	28	28	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		5	59	B3	3	173
9	8	28	28	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	168
9	8	28	28	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	164
9	8	57/2	57/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		10	58	A#3	3	174
10	9	29	29	1.0	0	0	4/4	3	2	1/4	1/4	1		2	38	D2	2	205
10	9	29	29	1.0	0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3	201
10	9	29	29	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4	191
10	9	29	29	1.0	0	0	4/4	2	1	1/4	1/4	1		6	66	F#4	4	197
10	9	29	29	2.0	0	0	4/4	1	1	1/2	1/2	1		5	71	B4	4	187
10	9	30	30	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		1	43	G2	2	206
10	9	30	30	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	202
10	9	30	30	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		7	61	C#4	4	192
10	9	30	30	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4	198
10	9	61/2	61/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		5	59	B3	3	193
10	9	31	31	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		6	42	F#2	2	207
10	9	31	31	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		6	54	F#3	3	203
10	9	31	31	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		10	58	A#3	3	199
10	9	31	31	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	194
10	9	31	31	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		7	73	C#5	5	188
10	9	32	32	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		5	47	B2	2	208
10	9	32	32	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	200
10	9	32	32	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		5	59	B3	3	204
10	9	32	32	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4	195
10	9	32	32	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66	F#4	4	189
10	9	65/2	65/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	196
10	9	65/2	65/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		1	67	G4	4	190
11	10	33	33	1.0	0	0	4/4	3	2	1/4	1/4	1		3	45	A2	2	229
11	10	33	33	1.0	0	0	4/4	2	2	1/4	1/4	1		3	57	A3	3	224
11	10	33	33	1.0	0	0	4/4	2	1	1/4	1/4	1		7	61	C#4	4	219
11	10	33	33	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4	213
11	10	33	33	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	209
11	10	34	34	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		1	43	G2	2	230
11	10	34	34	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		1	55	G3	3	225
11	10	34	34	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	220
11	10	34	34	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	214
11	10	34	34	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	210
11	10	69/2	69/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64	E4	4	221
11	10	35	35	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		6	42	F#2	2	231
11	10	35	35	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		6	54	F#3	3	226
11	10	35	35	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		2	62	D4	4	215
11	10	35	35	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		6	66	F#4	4	222
11	10	35	35	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	211
11	10	71/2	71/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	216
11	10	36	36	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		4	40	E2	2	232
11	10	36	36	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	227
11	10	36	36	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	223
11	10	36	36	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		6	66	F#4	4	217
11	10	36	36	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	212
11	10	73/2	73/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		2	38	D2	2	233
11	10	73/2	73/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	228
11	10	73/2	73/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	218
12	11	37	37	0.5	0	0	4/4	3	2	1/8	1/8	1		3	45	A2	2	255
12	11	37	37	0.5	0	0	4/4	2	1	1/8	1/8	1		3	57	A3	3	244
12	11	37	37	0.5	0	0	4/4	2	2	1/8	1/8	1		3	57	A3	3	250
12	11	37	37	0.5	0	0	4/4	1	2	1/8	1/8	1		3	69	A4	4	238
12	11	37	37	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	234
12	11	75/2	75/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		1	43	G2	2	256
12	11	75/2	75/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	251
12	11	75/2	75/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	245
12	11	75/2	75/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	239
12	11	38	38	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		3	45	A2	2	257
12	11	38	38	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	246
12	11	38	38	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		3	57	A3	3	252
12	11	38	38	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		6	66	F#4	4	240
12	11	38	38	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	235
12	11	77/2	77/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		1	67	G4	4	241
12	11	39	39	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		2	38	D2	2	258
12	11	39	39	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3	253
12	11	39	39	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	247
12	11	39	39	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4	242
12	11	39	39	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	236
12	11	40	40	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		5	35	B1	1	259
12	11	40	40	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		5	47	B2	2	254
12	11	40	40	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57	A3	3	248
12	11	40	40	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		5	71	B4	4	243
12	11	40	40	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	237
12	11	81/2	81/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3	249
13	12	41	41	1.0	0	0	4/4	3	2	1/4	1/4	1		3	33	A1	1	285
13	12	41	41	1.0	0	0	4/4	2	2	1/4	1/4	1		3	45	A2	2	279
13	12	41	41	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3	273
13	12	41	41	0.5	0	0	4/4	1	2	1/8	1/8	1		4	64	E4	4	265
13	12	41	41	1.0	0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5	260
13	12	83/2	83/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	266
13	12	42	42	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		4	40	E2	2	286
13	12	42	42	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	E3	3	280
13	12	42	42	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	274
13	12	42	42	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		1	67	G4	4	267
13	12	42	42	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	261
13	12	85/2	85/2	0.5	3/8	3/8	4/4	3	2	1/8	1/8	1		6	42	F#2	2	287
13	12	85/2	85/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	281
13	12	85/2	85/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	268
13	12	43	43	0.5	1/2	1/2	4/4	3	2	1/8	1/8	1		1	43	G2	2	288
13	12	43	43	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		1	55	G3	3	282
13	12	43	43	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		5	59	B3	3	275
13	12	43	43	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		5	71	B4	4	269
13	12	43	43	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	76	E5	5	262
13	12	87/2	87/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		3	45	A2	2	289
