mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	219								
11	10	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	220								
11	10	36	36	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	221								
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	222								
11	10	33	33	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	223								
11	10	34	34	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	224								
11	10	69/2	69/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	225								
11	10	35	35	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	226								
11	10	36	36	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	227								
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	228								
12	11	37	37	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
12	11	37	37	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	229		bit-						
12	11	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	230								
12	11	38	38	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
12	11	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	231		-tern						
12	11	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	232		Tod						
12	11	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
12	11	40	40	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	233		durch						
12	11	81/2	81/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	234								
12	11	37	37	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	235								
12	11	38	38	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	236								
12	11	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	237								
12	11	40	40	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	238								
12	11	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	239								
12	11	38	38	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	240								
12	11	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	241								
12	11	40	40	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	242								
12	11	81/2	81/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	243								
12	11	37	37	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	244								
12	11	38	38	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	245								
12	11	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	246								
12	11	40	40	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	247								
12	11	81/2	81/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	248								
12	11	37	37	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	249								
12	11	38	38	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	250								
12	11	39	39	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	251								
12	11	40	40	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	252								
12	11	81/2	81/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	253								
13	12	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	254		sein						
13	12	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	255		selbs						
13	12	43	43	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
13	12	43	43	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	256		Blut						
13	12	87/2	87/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	257								
13	12	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	258		und						
13	12	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	259								
13	12	42	42	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	260								
13	12	43	43	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	261								
13	12	87/2	87/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	262								
13	12	44	44	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	263								
13	12	41	41	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	264								
13	12	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	265								
13	12	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	266								
13	12	43	43	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	267								
13	12	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	268								
13	12	41	41	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	269								
13	12	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	270								
13	12	42	42	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	271								
13	12	43	43	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	272								
13	12	44	44	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	273								
13	12	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	274								
13	12	41	41	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	275								
13	12	83/2	83/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	276								
13	12	42	42	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	277								
