mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	31	-ge	-ge						
3	2	8	8	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=79.1	79.0	𝅘𝅥	79.1	0.0	
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	32	und	des,						
3	2	5	5	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	33								0
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	34								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	35								
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	36								
3	2	5	5	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	37								1
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	38								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	39								
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	40								
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	41								2
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	42								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	43								
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	44								
3	2	5	5	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	45								3
3	2	6	6	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	46								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	47								
3	2	8	8	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	48								
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	49	was	der						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	50	dein	den						
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	51	Her-	Him-						
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	52								
4	3	12	12	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	53	-ze	-mel						
4	3	9	9	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	54								
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	55								
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	56								
4	3	11	11	1.5	1/2	1/2	Chord	4/4	1	2	3/8	1/4	3/2	57								
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	58								
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	59								
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	60								
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	61								
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	62								
4	3	9	9	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	63								
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	64								
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	65								
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	66								
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	67								
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	68								
4	3	9	9	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	69								
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	70								
4	3	10	10	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	71								
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	72								
4	3	11	11	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	73								
4	3	12	12	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	74								
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=77.5	78.0	𝅘𝅥	77.5	0.0	
5	4	13	13	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	75	kränkt	lenkt,						
5	4	13	13	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	76								
5	4	13	13	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	77								
5	4	13	13	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	78								
5	4	13	13	3.0	0	0	Chord	4/4	3	2	3/4	1/2	3/2	79								
6	5	16	16	0.0	0	3/4	Tempo	4/4	1	1	0						𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
6	5	16	16	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	80		der						
6	5	16	16	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	81								
6	5	16	16	0.5	0	3/4	Chord	4/4	2	1	1/8	1/8	1	82								
6	5	33/2	33/2	0.5	1/8	7/8	Chord	4/4	2	1	1/8	1/8	1	83								
6	5	16	16	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	84								
6	5	16	16	1.0	0	3/4	Chord	4/4	3	2	1/4	1/4	1	85								
7	6	17	17	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	86		Wol-						
7	6	35/2	35/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	87								
7	6	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	88		-ken,						
7	6	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	89		Luft						
7	6	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	90		und						
7	6	17	17	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	91								
7	6	35/2	35/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	92								
7	6	18	18	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	93								
7	6	37/2	37/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	94								
7	6	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	95								
7	6	20	20	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	96								
7	6	17	17	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	97								
7	6	35/2	35/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	98								
7	6	18	18	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	99								
7	6	37/2	37/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	100								
7	6	19	19	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	101								
7	6	39/2	39/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	102								
7	6	20	20	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	103								
7	6	41/2	41/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	104								
7	6	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	105								
7	6	18	18	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	106								
7	6	19	19	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	107								
7	6	39/2	39/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	108								
7	6	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	109								
7	6	17	17	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	110								
7	6	18	18	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	111								
7	6	19	19	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	112								
7	6	39/2	39/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	113								
7	6	20	20	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	114								
8	7	21	21	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	115		Win-						
8	7	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	116		-den						
8	7	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	117		giebt						
8	7	21	21	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	118								4
8	7	22	22	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	119								4
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	120								
8	7	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	121								
8	7	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	122								
8	7	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	123								5
8	7	22	22	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	124								5
8	7	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	125								
8	7	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	126								
8	7	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	127								
8	7	21	21	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	128								
8	7	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	129								
8	7	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	130								
8	7	21	21	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	131								
8	7	23	23	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	132								
8	7	24	24	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	133								
9	8	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	134		We-						
9	8	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	135		-ge,						
9	8	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	136		Lauf						
9	8	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	137		und						
9	8	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	138								
9	8	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	139								
9	8	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	140								
9	8	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	141								
9	8	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	142								
9	8	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	143								
9	8	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	144								
9	8	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	145								
9	8	25	25	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	146								
9	8	51/2	51/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	147								
9	8	26	26	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	148								
9	8	53/2	53/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	149								
9	8	27	27	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	150								
9	8	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	151								
9	8	28	28	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	152								
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	153								
9	8	25	25	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	154								
9	8	51/2	51/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	155								
9	8	26	26	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	156								
9	8	53/2	53/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	157								
9	8	27	27	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	158								
9	8	55/2	55/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	159								
9	8	28	28	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	160								
9	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	161								
10	9	29	29	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	162		Bahn,						
10	9	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	163		der						
10	9	29	29	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	164								
10	9	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	165								
10	9	29	29	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	166								
10	9	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	167								
10	9	29	29	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	168								
10	9	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	169								
10	9	29	29	3.0	0	0	Chord	4/4	3	2	3/4	1/2	3/2	170								
10	9	32	32	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	171								
11	10	33	33	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	172		wird						
11	10	67/2	67/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	173								
11	10	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	174		auch						
11	10	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	175		We-						
11	10	36	36	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=79	79.0	𝅘𝅥	79.0	0.0	
11	10	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	176		-ge						
11	10	73/2	73/2	0.0	7/8	7/8	Tempo	4/4	1	1	0						𝅘𝅥=78.5	78.0	𝅘𝅥	78.5	0.0	
11	10	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	177								
11	10	34	34	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	178								
11	10	35	35	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	179								
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	180								
11	10	36	36	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	181								
11	10	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	182								
11	10	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	183								
11	10	35	35	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	184								
11	10	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	185								
11	10	36	36	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	186								
11	10	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	187								
11	10	33	33	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	188								
11	10	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	189								
11	10	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	190								
11	10	36	36	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	191								
11	10	33	33	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	192								
11	10	34	34	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	193								
11	10	35	35	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	194								
11	10	36	36	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	195								
12	11	37	37	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=77.2	77.0	𝅘𝅥	77.2	0.0	
12	11	37	37	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	196		fin-						
12	11	38	38	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=75.3	75.0	𝅘𝅥	75.3	0.0	
12	11	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	197		-den,						
12	11	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
12	11	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	198		da						
12	11	37	37	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	199								6
12	11	38	38	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	200								
12	11	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	201								
12	11	40	40	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	202								
12	11	81/2	81/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	203								
12	11	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	204								7
12	11	38	38	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	205								
12	11	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	206								
12	11	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	207								
12	11	37	37	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	208								8
12	11	38	38	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	209								
12	11	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	210								
12	11	40	40	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	211								
12	11	37	37	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	212								9
12	11	38	38	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	213								
12	11	39	39	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	214								
12	11	40	40	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	215								
13	12	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	216		dein						
13	12	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	217		Fuss						
13	12	43	43	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
13	12	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	218		ge-						
13	12	44	44	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	
13	12	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	219		-hen						
13	12	41	41	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	220								
13	12	83/2	83/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	221								
13	12	42	42	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	222								
13	12	43	43	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	223								
13	12	87/2	87/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	224								
13	12	44	44	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	225								
13	12	41	41	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	226								
13	12	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	227								
13	12	43	43	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	228								
13	12	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	229								
13	12	41	41	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	230								
13	12	42	42	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	231								
13	12	85/2	85/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	232								
13	12	43	43	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	233								
13	12	44	44	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	234								
13	12	41	41	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	235								
13	12	42	42	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	236								
13	12	85/2	85/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	237								
13	12	43	43	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	238								
13	12	44	44	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	239								
14	13	45	45	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	240		kann.						
14	13	45	45	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	241								
14	13	45	45	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	242								
14	13	45	45	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	243								
14	13	45	45	3.0	0	0	Chord	4/4	3	2	3/4	1/2	3/2	244								
